disruption_depot_id,disruption_depot_name,disruption_route_id,disruption_route_name,disruption_timestamp,lat_disruption,lng_disruption,disruption_location,passenger_on_bus,disruption_depot_lat,disruption_depot_lng,weather_condition,disruption_time,disruption_traffic_status,disruption_weather_impact,weather_label,disruption_day_of_week,is_weekend,disruption_day_label,disruption_bus_no,is_peak_hour,bus_replacement_priority,bus_replacement_busstop_id_nearby,bus_replacement_route_type,bus_replacement_distance_to_disruption,deadmileage_to_disruption,bus_replacement_route_no,geo_distance_to_disruption,bus_stop_order_from_hub,travel_time_min_from_hub,best_route,disruption_nearby_busstop_latitude,disruption_nearby_busstop_longitude,bus_replacement_route_type_encoded,is_peak_hour_encoded
5,Cheras Selatan,678,600,2025-01-10 21:02:00,3.1452635,101.6954158,MENGHALA HUB PASAR SENI,22,3.0256822,101.738147,Moderate or heavy rain shower,Night,Non-Peak,1,Bad Weather,4,0,Friday,VGJ8959,False,1,70719,UTAMA,7.821,26.0,821,0.134,3,17.4,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-11 09:45:00,2.99045,101.61555,(M3) Terminal Puchong Utama,25,3.0256822,101.738147,Moderate rain at times,Morning,Peak,1,Bad Weather,5,1,Saturday,VFG4136,True,1,48511,TEMPATAN,0.001,40.0,T601,0.0,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-11 09:45:00,2.99045,101.61555,(M3) Terminal Puchong Utama,25,3.0256822,101.738147,Moderate rain at times,Morning,Peak,1,Bad Weather,5,1,Saturday,VFG4136,True,1,48555,TEMPATAN,8.2,40.0,T601,0.0,2,30.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-11 09:45:00,2.99045,101.61555,(M3) Terminal Puchong Utama,25,3.0256822,101.738147,Moderate rain at times,Morning,Peak,1,Bad Weather,5,1,Saturday,VFG4136,True,1,75357,TEMPATAN,13.88,40.6,T545,0.0,3,51.5,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-11 14:12:00,2.9917412,101.6156008,Terminal Puchong Utama ,18,3.0256822,101.738147,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,WB8449K,False,2,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-11 14:12:00,2.9917412,101.6156008,Terminal Puchong Utama ,18,3.0256822,101.738147,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,WB8449K,False,2,48555,TEMPATAN,8.2,40.0,T601,0.143,2,22.8,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-11 14:12:00,2.9917412,101.6156008,Terminal Puchong Utama ,18,3.0256822,101.738147,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,WB8449K,False,2,75357,TEMPATAN,13.88,40.6,T545,0.143,3,38.6,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-11 14:12:00,2.9917412,101.6156008,Terminal Puchong Utama ,9,3.0256822,101.738147,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,VEY4750,False,3,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-11 14:12:00,2.9917412,101.6156008,Terminal Puchong Utama ,9,3.0256822,101.738147,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,VEY4750,False,3,48555,TEMPATAN,8.2,40.0,T601,0.143,2,22.8,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-11 14:12:00,2.9917412,101.6156008,Terminal Puchong Utama ,9,3.0256822,101.738147,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,VEY4750,False,3,75357,TEMPATAN,13.88,40.6,T545,0.143,3,38.6,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-11 15:52:00,3.14297,101.69574,HAB PASAR SENI,1,3.0256822,101.738147,Heavy rain at times,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,VGY9564,False,3,54453,UTAMA,8.8,12.0,180,0.012,1,15.3,1,3.142984,101.695636,0,0
5,Cheras Selatan,678,600,2025-01-11 15:52:00,3.14297,101.69574,HAB PASAR SENI,1,3.0256822,101.738147,Heavy rain at times,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,VGY9564,False,3,54454,UTAMA,0.001,12.0,180,0.012,2,0.0,0,3.142984,101.695636,0,0
5,Cheras Selatan,678,600,2025-01-11 15:52:00,3.14297,101.69574,HAB PASAR SENI,1,3.0256822,101.738147,Heavy rain at times,Afternoon,Non-Peak,1,Bad Weather,5,1,Saturday,VGY9564,False,3,69164,UTAMA,0.001,20.0,851,0.022,3,0.0,0,3.142834,101.6956,0,0
5,Cheras Selatan,678,600,2025-01-12 14:09:00,2.99045,101.61555,(M3) Terminal Puchong Utama,28,3.0256822,101.738147,Heavy rain at times,Afternoon,Non-Peak,1,Bad Weather,6,1,Sunday,VGJ1946,False,1,48511,TEMPATAN,0.001,40.0,T601,0.0,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-12 14:09:00,2.99045,101.61555,(M3) Terminal Puchong Utama,28,3.0256822,101.738147,Heavy rain at times,Afternoon,Non-Peak,1,Bad Weather,6,1,Sunday,VGJ1946,False,1,48555,TEMPATAN,8.2,40.0,T601,0.0,2,22.8,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-12 14:09:00,2.99045,101.61555,(M3) Terminal Puchong Utama,28,3.0256822,101.738147,Heavy rain at times,Afternoon,Non-Peak,1,Bad Weather,6,1,Sunday,VGJ1946,False,1,75357,TEMPATAN,13.88,40.6,T545,0.0,3,38.6,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-12 21:26:00,3.1452635,101.6954158,MENGHALA HUB PASAR SENI,3,3.0256822,101.738147,Moderate rain at times,Night,Non-Peak,1,Bad Weather,6,1,Sunday,VGJ8959,False,3,70717,UTAMA,7.332,26.0,821,0.077,1,12.8,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-12 21:26:00,3.1452635,101.6954158,MENGHALA HUB PASAR SENI,3,3.0256822,101.738147,Moderate rain at times,Night,Non-Peak,1,Bad Weather,6,1,Sunday,VGJ8959,False,3,77420,UTAMA,10.382,35.0,782,0.077,2,18.1,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-12 21:26:00,3.1452635,101.6954158,MENGHALA HUB PASAR SENI,3,3.0256822,101.738147,Moderate rain at times,Night,Non-Peak,1,Bad Weather,6,1,Sunday,VGJ8959,False,3,70719,UTAMA,7.821,26.0,821,0.134,3,13.6,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-13 15:47:00,2.9917412,101.6156008,HUB PUCHONG UTAMA ,30,3.0256822,101.738147,Overcast,Afternoon,Non-Peak,0,Normal,0,0,Monday,WVH7632,False,1,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-13 15:47:00,2.9917412,101.6156008,HUB PUCHONG UTAMA ,30,3.0256822,101.738147,Overcast,Afternoon,Non-Peak,0,Normal,0,0,Monday,WVH7632,False,1,48555,TEMPATAN,8.2,40.0,T601,0.143,2,21.9,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-13 15:47:00,2.9917412,101.6156008,HUB PUCHONG UTAMA ,30,3.0256822,101.738147,Overcast,Afternoon,Non-Peak,0,Normal,0,0,Monday,WVH7632,False,1,75357,TEMPATAN,13.88,40.6,T545,0.143,3,37.0,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-13 15:47:00,2.9917412,101.6156008,HUB PUCHONG UTAMA ,15,3.0256822,101.738147,Overcast,Afternoon,Non-Peak,0,Normal,0,0,Monday,VFH8627,False,2,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-13 15:47:00,2.9917412,101.6156008,HUB PUCHONG UTAMA ,15,3.0256822,101.738147,Overcast,Afternoon,Non-Peak,0,Normal,0,0,Monday,VFH8627,False,2,48555,TEMPATAN,8.2,40.0,T601,0.143,2,21.9,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-13 15:47:00,2.9917412,101.6156008,HUB PUCHONG UTAMA ,15,3.0256822,101.738147,Overcast,Afternoon,Non-Peak,0,Normal,0,0,Monday,VFH8627,False,2,75357,TEMPATAN,13.88,40.6,T545,0.143,3,37.0,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 10:51:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,27,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,1,0,Tuesday,VGK8915,True,1,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-14 10:51:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,27,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,1,0,Tuesday,VGK8915,True,1,48555,TEMPATAN,8.2,40.0,T601,0.143,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-14 10:51:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,27,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,1,0,Tuesday,VGK8915,True,1,75357,TEMPATAN,13.88,40.6,T545,0.143,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-14 15:15:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,2,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VGH4670,False,3,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 15:15:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,2,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VGH4670,False,3,48555,TEMPATAN,8.2,40.0,T601,0.143,2,21.9,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 15:15:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,2,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VGH4670,False,3,75357,TEMPATAN,13.88,40.6,T545,0.143,3,37.0,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 15:50:00,2.9917412,101.6156008,Hab Puchong Utama,20,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VGH3130,False,2,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 15:50:00,2.9917412,101.6156008,Hab Puchong Utama,20,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VGH3130,False,2,48555,TEMPATAN,8.2,40.0,T601,0.143,2,21.9,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 15:50:00,2.9917412,101.6156008,Hab Puchong Utama,20,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VGH3130,False,2,75357,TEMPATAN,13.88,40.6,T545,0.143,3,37.0,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-14 17:17:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,29,3.0256822,101.738147,Moderate rain at times,Evening,Peak,1,Bad Weather,1,0,Tuesday,VGG4832,True,1,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-14 17:17:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,29,3.0256822,101.738147,Moderate rain at times,Evening,Peak,1,Bad Weather,1,0,Tuesday,VGG4832,True,1,48555,TEMPATAN,8.2,40.0,T601,0.143,2,38.9,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-14 17:17:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,29,3.0256822,101.738147,Moderate rain at times,Evening,Peak,1,Bad Weather,1,0,Tuesday,VGG4832,True,1,75357,TEMPATAN,13.88,40.6,T545,0.143,3,65.8,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 08:00:00,2.9917412,101.6156008,TEPI JALAN BERHAMPIRAN HUB PUCHONG UTAMA,4,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,2,0,Wednesday,WVE5761,True,3,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 08:00:00,2.9917412,101.6156008,TEPI JALAN BERHAMPIRAN HUB PUCHONG UTAMA,4,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,2,0,Wednesday,WVE5761,True,3,48555,TEMPATAN,8.2,40.0,T601,0.143,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 08:00:00,2.9917412,101.6156008,TEPI JALAN BERHAMPIRAN HUB PUCHONG UTAMA,4,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,2,0,Wednesday,WVE5761,True,3,75357,TEMPATAN,13.88,40.6,T545,0.143,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 08:00:00,2.9917412,101.6156008,TEPI JALAN BERHAMPIRAN HUB PUCHONG UTAMA,11,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,2,0,Wednesday,VGK8915,True,2,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 08:00:00,2.9917412,101.6156008,TEPI JALAN BERHAMPIRAN HUB PUCHONG UTAMA,11,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,2,0,Wednesday,VGK8915,True,2,48555,TEMPATAN,8.2,40.0,T601,0.143,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 08:00:00,2.9917412,101.6156008,TEPI JALAN BERHAMPIRAN HUB PUCHONG UTAMA,11,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,2,0,Wednesday,VGK8915,True,2,75357,TEMPATAN,13.88,40.6,T545,0.143,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 10:40:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,21,3.0256822,101.738147,Cloudy,Morning,Peak,0,Normal,2,0,Wednesday,VGJ8305,True,1,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 10:40:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,21,3.0256822,101.738147,Cloudy,Morning,Peak,0,Normal,2,0,Wednesday,VGJ8305,True,1,48555,TEMPATAN,8.2,40.0,T601,0.143,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 10:40:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,21,3.0256822,101.738147,Cloudy,Morning,Peak,0,Normal,2,0,Wednesday,VGJ8305,True,1,75357,TEMPATAN,13.88,40.6,T545,0.143,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 10:40:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,22,3.0256822,101.738147,Cloudy,Morning,Peak,0,Normal,2,0,Wednesday,WVJ953,True,1,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 10:40:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,22,3.0256822,101.738147,Cloudy,Morning,Peak,0,Normal,2,0,Wednesday,WVJ953,True,1,48555,TEMPATAN,8.2,40.0,T601,0.143,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 10:40:00,2.9917412,101.6156008,HUB PUCHONG UTAMA,22,3.0256822,101.738147,Cloudy,Morning,Peak,0,Normal,2,0,Wednesday,WVJ953,True,1,75357,TEMPATAN,13.88,40.6,T545,0.143,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,30,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,WVB2451,False,1,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,30,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,WVB2451,False,1,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,30,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,WVB2451,False,1,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,13,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,JSP1236,False,2,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,13,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,JSP1236,False,2,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,13,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,JSP1236,False,2,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,28,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,1,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,28,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,1,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,28,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,1,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,19,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,2,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,19,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,2,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,19,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,2,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,29,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,WVB2451,False,1,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,29,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,WVB2451,False,1,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,29,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,WVB2451,False,1,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,6,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,JSP1236,False,3,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,6,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,JSP1236,False,3,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,6,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,JSP1236,False,3,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,30,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,1,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,30,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,1,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,30,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,1,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,13,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,2,70717,UTAMA,7.332,26.0,821,0.077,1,12.2,1,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,13,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,2,77420,UTAMA,10.382,35.0,782,0.077,2,17.3,0,3.144573,101.695534,0,0
5,Cheras Selatan,678,600,2025-01-15 16:43:00,3.1452635,101.6954158,PASAR SENI,13,3.0256822,101.738147,Patchy rain possible,Afternoon,Non-Peak,0,Normal,2,0,Wednesday,VFG4136,False,2,70719,UTAMA,7.821,26.0,821,0.134,3,13.0,0,3.144052,101.695432,0,0
5,Cheras Selatan,678,600,2025-01-16 10:59:00,2.99045,101.61555,(M3) Terminal Puchong Utama,4,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,3,0,Thursday,VGK8915,True,3,48511,TEMPATAN,0.001,40.0,T601,0.0,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-16 10:59:00,2.99045,101.61555,(M3) Terminal Puchong Utama,4,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,3,0,Thursday,VGK8915,True,3,48555,TEMPATAN,8.2,40.0,T601,0.0,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-16 10:59:00,2.99045,101.61555,(M3) Terminal Puchong Utama,4,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,3,0,Thursday,VGK8915,True,3,75357,TEMPATAN,13.88,40.6,T545,0.0,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-16 10:59:00,2.99045,101.61555,(M3) Terminal Puchong Utama,15,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,3,0,Thursday,VGK8915,True,2,48511,TEMPATAN,0.001,40.0,T601,0.0,1,0.0,1,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-16 10:59:00,2.99045,101.61555,(M3) Terminal Puchong Utama,15,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,3,0,Thursday,VGK8915,True,2,48555,TEMPATAN,8.2,40.0,T601,0.0,2,29.2,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-16 10:59:00,2.99045,101.61555,(M3) Terminal Puchong Utama,15,3.0256822,101.738147,Partly cloudy,Morning,Peak,0,Normal,3,0,Thursday,VGK8915,True,2,75357,TEMPATAN,13.88,40.6,T545,0.0,3,49.4,0,2.990446,101.615552,1,1
5,Cheras Selatan,678,600,2025-01-16 11:30:00,2.9917412,101.6156008,HUB PUCHOING UTAMA,2,3.0256822,101.738147,Patchy rain possible,Morning,Non-Peak,0,Normal,3,0,Thursday,VEL9768,False,3,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-16 11:30:00,2.9917412,101.6156008,HUB PUCHOING UTAMA,2,3.0256822,101.738147,Patchy rain possible,Morning,Non-Peak,0,Normal,3,0,Thursday,VEL9768,False,3,48555,TEMPATAN,8.2,40.0,T601,0.143,2,21.9,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-16 11:30:00,2.9917412,101.6156008,HUB PUCHOING UTAMA,2,3.0256822,101.738147,Patchy rain possible,Morning,Non-Peak,0,Normal,3,0,Thursday,VEL9768,False,3,75357,TEMPATAN,13.88,40.6,T545,0.143,3,37.0,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-16 11:30:00,2.9917412,101.6156008,HUB PUCHOING UTAMA,6,3.0256822,101.738147,Patchy rain possible,Morning,Non-Peak,0,Normal,3,0,Thursday,VGH4658,False,3,48511,TEMPATAN,0.001,40.0,T601,0.143,1,0.0,1,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-16 11:30:00,2.9917412,101.6156008,HUB PUCHOING UTAMA,6,3.0256822,101.738147,Patchy rain possible,Morning,Non-Peak,0,Normal,3,0,Thursday,VGH4658,False,3,48555,TEMPATAN,8.2,40.0,T601,0.143,2,21.9,0,2.990446,101.615552,1,0
5,Cheras Selatan,678,600,2025-01-16 11:30:00,2.9917412,101.6156008,HUB PUCHOING UTAMA,6,3.0256822,101.738147,Patchy rain possible,Morning,Non-Peak,0,Normal,3,0,Thursday,VGH4658,False,3,75357,TEMPATAN,13.88,40.6,T545,0.143,3,37.0,0,2.990446,101.615552,1,0
